regiao;coduf;data;semana_epidemiologica;populacaotcu2019;casos_acumulado;casos_novos;obitos_acumulado;obitos_novos;recuperados_novos;em_acompanhamento_novos
Brasil;76;2023-01-28;4;210147125;36793778;2511;696757;15;35828380;268641
Brasil;76;2023-01-29;5;210147125;36794261;483;696759;2;35853682;243820
Brasil;76;2023-01-30;5;210147125;36807814;13553;696892;133;35890413;220509
Brasil;76;2023-01-31;5;210147125;36824580;16766;697074;182;35919372;208134
Brasil;76;2023-02-01;5;210147125;36837943;13363;697200;126;35933396;207347
Brasil;76;2023-02-02;5;210147125;36857916;19973;697248;48;35946758;213910
Brasil;76;2023-02-03;5;210147125;36866658;8742;697345;97;35948241;221072
Brasil;76;2023-02-04;5;210147125;36868219;1561;697360;15;35953131;217728
Brasil;76;2023-02-05;6;210147125;36868946;727;697361;1;35966707;204878
Brasil;76;2023-02-06;6;210147125;36878774;9828;697439;78;35991588;189747
Brasil;76;2023-02-07;6;210147125;36887991;9217;697533;94;36009893;180565
Brasil;76;2023-02-08;6;210147125;36907890;19899;697583;50;36029839;180468
Brasil;76;2023-02-09;6;210147125;36917623;9733;697620;37;36032982;187021
Brasil;76;2023-02-10;6;210147125;36930339;12716;697662;42;36037560;195117
Brasil;76;2023-02-11;6;210147125;36932532;2193;697674;12;36042782;192076
Brasil;76;2023-02-12;7;210147125;36932830;298;697674;0;36054786;180370
Brasil;76;2023-02-13;7;210147125;36953492;20662;697762;88;36083958;171772
Brasil;76;2023-02-14;7;210147125;36949318;-4174;697848;86;36087362;164108
Brasil;76;2023-02-15;7;210147125;36960888;11570;697894;46;36097919;165075
Brasil;76;2023-02-16;7;210147125;36970513;9625;698014;120;36106527;165972
Brasil;76;2023-02-17;7;210147125;36987682;17169;698047;33;36116408;173227
Brasil;76;2023-02-18;7;210147125;36989373;1691;698056;9;36118809;172508
Brasil;76;2023-02-19;8;210147125;36989857;484;698056;0;36127275;164526
Brasil;76;2023-02-20;8;210147125;36990274;417;698058;2;36143411;148805
Brasil;76;2023-02-21;8;210147125;36992154;1880;698069;11;36158293;135792
Brasil;76;2023-02-22;8;210147125;36997328;5174;698381;312;36170812;128135
Brasil;76;2023-02-23;8;210147125;37008944;11616;698834;453;36179646;130464
Brasil;76;2023-02-24;8;210147125;37020531;11587;698928;94;36185975;135628
Brasil;76;2023-02-25;8;210147125;37023465;2934;698946;18;36186902;137617
Brasil;76;2023-02-26;9;210147125;37024417;952;698947;1;36195640;129830
Brasil;76;2023-02-27;9;210147125;37038230;13813;699006;59;36216411;122813
Brasil;76;2023-02-28;9;210147125;37052936;14706;699087;81;36235329;118520
Brasil;76;2023-03-01;9;210147125;37063464;10528;699197;110;36241001;123266
Brasil;76;2023-03-02;9;210147125;37066791;3327;699243;46;36239891;127657
Brasil;76;2023-03-03;9;210147125;37076053;9262;699276;33;36249161;127616
Brasil;76;2023-03-04;9;210147125;37085520;9467;699310;34;36256816;129394
Brasil;76;2023-03-05;10;210147125;37085520;0;699310;0;36259876;126334
Brasil;76;2023-03-06;10;210147125;37085520;0;699310;0;36262322;123888
Brasil;76;2023-03-07;10;210147125;37085520;0;699310;0;36275041;111169
Brasil;76;2023-03-08;10;210147125;37085520;0;699310;0;36284485;101725
Brasil;76;2023-03-09;10;210147125;37085520;0;699310;0;36290917;95293
Brasil;76;2023-03-10;10;210147125;37085520;0;699310;0;36291779;94431
Brasil;76;2023-03-11;10;210147125;37145514;59994;699634;324;36332480;113400
Brasil;76;2023-03-12;11;210147125;37145514;0;699634;0;36314975;130905
Brasil;76;2023-03-13;11;210147125;37145514;0;699634;0;36301046;144834
Brasil;76;2023-03-14;11;210147125;37145514;0;699634;0;36310217;135663
Brasil;76;2023-03-15;11;210147125;37145514;0;699634;0;36318743;127137
Brasil;76;2023-03-16;11;210147125;37145514;0;699634;0;36323863;122017
Brasil;76;2023-03-17;11;210147125;37145514;0;699634;0;36329733;116147
Brasil;76;2023-03-18;11;210147125;37204677;59163;699917;283;36378767;125993
Brasil;76;2023-03-19;12;210147125;37204677;0;699917;0;36372074;132686
Brasil;76;2023-03-20;12;210147125;37204677;0;699917;0;36361886;142874
Brasil;76;2023-03-21;12;210147125;37204677;0;699917;0;36369528;135232
Brasil;76;2023-03-22;12;210147125;37204677;0;699917;0;36376845;127915
Brasil;76;2023-03-23;12;210147125;37204677;0;699917;0;36383066;121694
Brasil;76;2023-03-24;12;210147125;37204677;0;699917;0;36386210;118550
Brasil;76;2023-03-25;12;210147125;37258663;53986;700239;322;36421988;136436
Brasil;76;2023-03-26;13;210147125;37258663;0;700239;0;36404096;154328
Brasil;76;2023-03-27;13;210147125;37258663;0;700239;0;36386210;172214
Brasil;76;2023-03-28;13;210147125;37258663;0;700239;0;36386210;172214
Brasil;76;2023-03-29;13;210147125;37258663;0;700239;0;36406100;152324
Brasil;76;2023-03-30;13;210147125;37258663;0;700239;0;36425990;132434
Brasil;76;2023-03-31;13;210147125;37258663;0;700239;0;36445880;112544
Brasil;76;2023-04-01;13;210147125;37319254;60591;700556;317;36486063;132635
Brasil;76;2023-04-02;14;210147125;37319254;0;700556;0;36465971;152727
Brasil;76;2023-04-03;14;210147125;37319254;0;700556;0;36445880;172818
Brasil;76;2023-04-04;14;210147125;37319254;0;700556;0;36445880;172818
Brasil;76;2023-04-05;14;210147125;37319254;0;700556;0;36465507;153191
Brasil;76;2023-04-06;14;210147125;37319254;0;700556;0;36485133;133565
Brasil;76;2023-04-07;14;210147125;37319254;0;700556;0;36504760;113938
Brasil;76;2023-04-08;14;210147125;37358092;38838;700811;255;36530482;126799
Brasil;76;2023-04-09;15;210147125;37358092;0;700811;0;36517621;139660
Brasil;76;2023-04-10;15;210147125;37358092;0;700811;0;36504760;152521
Brasil;76;2023-04-11;15;210147125;37358092;0;700811;0;36504760;152521
Brasil;76;2023-04-12;15;210147125;37358092;0;700811;0;36522646;134635
Brasil;76;2023-04-13;15;210147125;37358092;0;700811;0;36540538;116743
Brasil;76;2023-04-14;15;210147125;37358092;0;700811;0;36558424;98857
Brasil;76;2023-04-15;15;210147125;37407232;49140;701215;404;36590912;115105
Brasil;76;2023-04-16;16;210147125;37407232;0;701215;0;36574672;131345
Brasil;76;2023-04-17;16;210147125;37407232;0;701215;0;36558424;147593
Brasil;76;2023-04-18;16;210147125;37407232;0;701215;0;36558424;147593
Brasil;76;2023-04-19;16;210147125;37407232;0;701215;0;36578515;127502
Brasil;76;2023-04-20;16;210147125;37407232;0;701215;0;36598607;107410
Brasil;76;2023-04-21;16;210147125;37407232;0;701215;0;36618698;87319
Brasil;76;2023-04-22;16;210147125;37449418;42186;701494;279;36646637;101287
Brasil;76;2023-04-23;17;210147125;37449418;0;701494;0;36632666;115258
Brasil;76;2023-04-24;17;210147125;37449418;0;701494;0;36618698;129226
Brasil;76;2023-04-25;17;210147125;37449418;0;701494;0;36618698;129226
Brasil;76;2023-04-26;17;210147125;37449418;0;701494;0;36631559;116365
Brasil;76;2023-04-27;17;210147125;37449418;0;701494;0;36644420;103504
Brasil;76;2023-04-28;17;210147125;37449418;0;701494;0;36657281;90643
Brasil;76;2023-04-29;17;210147125;37487971;38553;701833;339;36682758;103380
Brasil;76;2023-04-30;18;210147125;37487971;0;701833;0;36670018;116120
Brasil;76;2023-05-01;18;210147125;37487971;0;701833;0;36657281;128857
Brasil;76;2023-05-02;18;210147125;37487971;0;701833;0;36657281;128857
Brasil;76;2023-05-03;18;210147125;37487971;0;701833;0;36673529;112609
Brasil;76;2023-05-04;18;210147125;37487971;0;701833;0;36689769;96369
Brasil;76;2023-05-05;18;210147125;37487971;0;701833;0;36706017;80121
Brasil;76;2023-05-06;18;210147125;37511921;23950;702116;283;36721799;88006
Brasil;76;2023-05-07;19;210147125;37511921;0;702116;0;36713902;95903
Brasil;76;2023-05-08;19;210147125;37511921;0;702116;0;36706017;103788
Brasil;76;2023-05-09;19;210147125;37511921;0;702116;0;36706017;103788
Brasil;76;2023-05-10;19;210147125;37511921;0;702116;0;36719985;89820
Brasil;76;2023-05-11;19;210147125;37511921;0;702116;0;36733956;75849
Brasil;76;2023-05-12;19;210147125;37511921;0;702116;0;36747924;61881
Brasil;76;2023-05-13;19;210147125;37553337;41416;702421;305;36775330;75586
Brasil;76;2023-05-14;20;210147125;37553337;0;702421;0;36761629;89287
Brasil;76;2023-05-15;20;210147125;37553337;0;702421;0;36747924;102992
Brasil;76;2023-05-16;20;210147125;37553337;0;702421;0;36747924;102992
Brasil;76;2023-05-17;20;210147125;37553337;0;702421;0;36760661;90255
Brasil;76;2023-05-18;20;210147125;37553337;0;702421;0;36773401;77515
Brasil;76;2023-05-19;20;210147125;37553337;0;702421;0;36786138;64778
Brasil;76;2023-05-20;20;210147125;37579028;25691;702664;243;36803103;73261
Brasil;76;2023-05-21;21;210147125;37579028;0;702664;0;36794621;81743
Brasil;76;2023-05-22;21;210147125;37579028;0;702664;0;36786138;90226
Brasil;76;2023-05-23;21;210147125;37579028;0;702664;0;36786138;90226
Brasil;76;2023-05-24;21;210147125;37579028;0;702664;0;36794023;82341
Brasil;76;2023-05-25;21;210147125;37579028;0;702664;0;36801920;74444
Brasil;76;2023-05-26;21;210147125;37579028;0;702664;0;36809805;66559
Brasil;76;2023-05-27;21;210147125;37601257;22229;702907;243;36824460;73890
Brasil;76;2023-05-28;22;210147125;37601257;0;702907;0;36817136;81214
Brasil;76;2023-05-29;22;210147125;37601257;0;702907;0;36809805;88545
Brasil;76;2023-05-30;22;210147125;37601257;0;702907;0;36809805;88545
Brasil;76;2023-05-31;22;210147125;37601257;0;702907;0;36823510;74840
Brasil;76;2023-06-01;22;210147125;37601257;0;702907;0;36837211;61139
Brasil;76;2023-06-02;22;210147125;37601257;0;702907;0;36850916;47434
Brasil;76;2023-06-03;22;210147125;37625916;24659;703291;384;36867099;55526
Brasil;76;2023-06-04;23;210147125;37625916;0;703291;0;36859008;63617
Brasil;76;2023-06-05;23;210147125;37625916;0;703291;0;36850916;71709
Brasil;76;2023-06-06;23;210147125;37625916;0;703291;0;36850916;71709
Brasil;76;2023-06-07;23;210147125;37625916;0;703291;0;36859399;63226
Brasil;76;2023-06-08;23;210147125;37625916;0;703291;0;36867881;54744
Brasil;76;2023-06-09;23;210147125;37625916;0;703291;0;36876364;46261
Brasil;76;2023-06-10;23;210147125;37639324;13408;703399;108;36885229;50696
Brasil;76;2023-06-11;24;210147125;37639324;0;703399;0;36880799;55126
Brasil;76;2023-06-12;24;210147125;37639324;0;703399;0;36876364;59561
Brasil;76;2023-06-13;24;210147125;37639324;0;703399;0;36876364;59561
Brasil;76;2023-06-14;24;210147125;37639324;0;703399;0;36883695;52230
Brasil;76;2023-06-15;24;210147125;37639324;0;703399;0;36891019;44906
Brasil;76;2023-06-16;24;210147125;37639324;0;703399;0;36898350;37575
Brasil;76;2023-06-17;24;210147125;37656050;16726;703719;320;36909289;43042
Brasil;76;2023-06-18;25;210147125;37656050;0;703719;0;36903817;48514
Brasil;76;2023-06-19;25;210147125;37656050;0;703719;0;36898350;53981
Brasil;76;2023-06-20;25;210147125;37656050;0;703719;0;36898350;53981
Brasil;76;2023-06-21;25;210147125;37656050;0;703719;0;36906442;45889
Brasil;76;2023-06-22;25;210147125;37656050;0;703719;0;36914533;37798
Brasil;76;2023-06-23;25;210147125;37656050;0;703719;0;36922625;29706
